interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
COL4A1_ITGAV_ITGB8	COLLAGEN	Col4a1	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col4a1  - (Itgav+Itgb8)
COL4A2_ITGAV_ITGB8	COLLAGEN	Col4a2	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col4a2  - (Itgav+Itgb8)
COL4A3_ITGAV_ITGB8	COLLAGEN	Col4a3	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col4a3  - (Itgav+Itgb8)
COL4A4_ITGAV_ITGB8	COLLAGEN	Col4a4	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col4a4  - (Itgav+Itgb8)
COL4A5_ITGAV_ITGB8	COLLAGEN	Col4a5	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col4a5  - (Itgav+Itgb8)
COL4A6_ITGAV_ITGB8	COLLAGEN	Col4a6	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col4a6  - (Itgav+Itgb8)
COL6A1_ITGAV_ITGB8	COLLAGEN	Col6a1	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col6a1  - (Itgav+Itgb8)
COL6A2_ITGAV_ITGB8	COLLAGEN	Col6a2	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col6a2  - (Itgav+Itgb8)
COL9A1_ITGAV_ITGB8	COLLAGEN	Col9a1	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col9a1  - (Itgav+Itgb8)
COL9A2_ITGAV_ITGB8	COLLAGEN	Col9a2	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col9a2  - (Itgav+Itgb8)
COL9A3_ITGAV_ITGB8	COLLAGEN	Col9a3	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col9a3  - (Itgav+Itgb8)
LAMA1_ITGA6_ITGB4	LAMININ	Lama1	ITGA6_ITGB4					KEGG: mmu04512	ECM-Receptor	Lama1  - (Itga6+Itgb4)
LAMA2_ITGA6_ITGB4	LAMININ	Lama2	ITGA6_ITGB4					KEGG: mmu04512	ECM-Receptor	Lama2  - (Itga6+Itgb4)
LAMA3_ITGA6_ITGB4	LAMININ	Lama3	ITGA6_ITGB4					KEGG: mmu04512	ECM-Receptor	Lama3  - (Itga6+Itgb4)
LAMA4_ITGA6_ITGB4	LAMININ	Lama4	ITGA6_ITGB4					KEGG: mmu04512	ECM-Receptor	Lama4  - (Itga6+Itgb4)
LAMA5_ITGA6_ITGB4	LAMININ	Lama5	ITGA6_ITGB4					KEGG: mmu04512	ECM-Receptor	Lama5  - (Itga6+Itgb4)
LAMB1_ITGA6_ITGB4	LAMININ	Lamb1	ITGA6_ITGB4					KEGG: mmu04512	ECM-Receptor	Lamb1  - (Itga6+Itgb4)
LAMB2_ITGA6_ITGB4	LAMININ	Lamb2	ITGA6_ITGB4					KEGG: mmu04512	ECM-Receptor	Lamb2  - (Itga6+Itgb4)
LAMC1_ITGA6_ITGB4	LAMININ	Lamc1	ITGA6_ITGB4					KEGG: mmu04512	ECM-Receptor	Lamc1  - (Itga6+Itgb4)
LAMC3_ITGA6_ITGB4	LAMININ	Lamc3	ITGA6_ITGB4					KEGG: mmu04512	ECM-Receptor	Lamc3  - (Itga6+Itgb4)
FN1_CD44	FN1	Fn1	Cd44					KEGG: mmu04512	ECM-Receptor	Fn1  - Cd44
COL1A1_CD44	COLLAGEN	Col1a1	Cd44					KEGG: mmu04512	ECM-Receptor	Col1a1  - Cd44
COL1A2_CD44	COLLAGEN	Col1a2	Cd44					KEGG: mmu04512	ECM-Receptor	Col1a2  - Cd44
COL2A1_CD44	COLLAGEN	Col2a1	Cd44					KEGG: mmu04512	ECM-Receptor	Col2a1  - Cd44
COL4A1_CD44	COLLAGEN	Col4a1	Cd44					KEGG: mmu04512	ECM-Receptor	Col4a1  - Cd44
COL4A2_CD44	COLLAGEN	Col4a2	Cd44					KEGG: mmu04512	ECM-Receptor	Col4a2  - Cd44
COL4A3_CD44	COLLAGEN	Col4a3	Cd44					KEGG: mmu04512	ECM-Receptor	Col4a3  - Cd44
COL4A4_CD44	COLLAGEN	Col4a4	Cd44					KEGG: mmu04512	ECM-Receptor	Col4a4  - Cd44
COL4A5_CD44	COLLAGEN	Col4a5	Cd44					KEGG: mmu04512	ECM-Receptor	Col4a5  - Cd44
COL4A6_CD44	COLLAGEN	Col4a6	Cd44					KEGG: mmu04512	ECM-Receptor	Col4a6  - Cd44
COL6A1_CD44	COLLAGEN	Col6a1	Cd44					KEGG: mmu04512	ECM-Receptor	Col6a1  - Cd44
COL6A2_CD44	COLLAGEN	Col6a2	Cd44					KEGG: mmu04512	ECM-Receptor	Col6a2  - Cd44
COL9A1_CD44	COLLAGEN	Col9a1	Cd44					KEGG: mmu04512	ECM-Receptor	Col9a1  - Cd44
COL9A2_CD44	COLLAGEN	Col9a2	Cd44					KEGG: mmu04512	ECM-Receptor	Col9a2  - Cd44
COL9A3_CD44	COLLAGEN	Col9a3	Cd44					KEGG: mmu04512	ECM-Receptor	Col9a3  - Cd44
LAMA1_CD44	LAMININ	Lama1	Cd44					KEGG: mmu04512	ECM-Receptor	Lama1  - Cd44
LAMA2_CD44	LAMININ	Lama2	Cd44					KEGG: mmu04512	ECM-Receptor	Lama2  - Cd44
LAMA3_CD44	LAMININ	Lama3	Cd44					KEGG: mmu04512	ECM-Receptor	Lama3  - Cd44
LAMA4_CD44	LAMININ	Lama4	Cd44					KEGG: mmu04512	ECM-Receptor	Lama4  - Cd44
LAMA5_CD44	LAMININ	Lama5	Cd44					KEGG: mmu04512	ECM-Receptor	Lama5  - Cd44
LAMB1_CD44	LAMININ	Lamb1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamb1  - Cd44
LAMB2_CD44	LAMININ	Lamb2	Cd44					KEGG: mmu04512	ECM-Receptor	Lamb2  - Cd44
LAMC1_CD44	LAMININ	Lamc1	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc1  - Cd44
LAMC3_CD44	LAMININ	Lamc3	Cd44					KEGG: mmu04512	ECM-Receptor	Lamc3  - Cd44
COL1A1_SDC1	COLLAGEN	Col1a1	Sdc1					KEGG: mmu04512	ECM-Receptor	Col1a1  - Sdc1
COL1A2_SDC1	COLLAGEN	Col1a2	Sdc1					KEGG: mmu04512	ECM-Receptor	Col1a2  - Sdc1
COL2A1_SDC1	COLLAGEN	Col2a1	Sdc1					KEGG: mmu04512	ECM-Receptor	Col2a1  - Sdc1
COL4A1_SDC1	COLLAGEN	Col4a1	Sdc1					KEGG: mmu04512	ECM-Receptor	Col4a1  - Sdc1
COL4A2_SDC1	COLLAGEN	Col4a2	Sdc1					KEGG: mmu04512	ECM-Receptor	Col4a2  - Sdc1
COL4A3_SDC1	COLLAGEN	Col4a3	Sdc1					KEGG: mmu04512	ECM-Receptor	Col4a3  - Sdc1
COL4A4_SDC1	COLLAGEN	Col4a4	Sdc1					KEGG: mmu04512	ECM-Receptor	Col4a4  - Sdc1
COL4A5_SDC1	COLLAGEN	Col4a5	Sdc1					KEGG: mmu04512	ECM-Receptor	Col4a5  - Sdc1
COL4A6_SDC1	COLLAGEN	Col4a6	Sdc1					KEGG: mmu04512	ECM-Receptor	Col4a6  - Sdc1
COL6A1_SDC1	COLLAGEN	Col6a1	Sdc1					KEGG: mmu04512	ECM-Receptor	Col6a1  - Sdc1
COL6A2_SDC1	COLLAGEN	Col6a2	Sdc1					KEGG: mmu04512	ECM-Receptor	Col6a2  - Sdc1
COL9A1_SDC1	COLLAGEN	Col9a1	Sdc1					KEGG: mmu04512	ECM-Receptor	Col9a1  - Sdc1
COL9A2_SDC1	COLLAGEN	Col9a2	Sdc1					KEGG: mmu04512	ECM-Receptor	Col9a2  - Sdc1
COL9A3_SDC1	COLLAGEN	Col9a3	Sdc1					KEGG: mmu04512	ECM-Receptor	Col9a3  - Sdc1
FN1_SDC1	FN1	Fn1	Sdc1					KEGG: mmu04512	ECM-Receptor	Fn1  - Sdc1
TNC_SDC1	TENASCIN	Tnc	Sdc1					KEGG: mmu04512	ECM-Receptor	Tnc  - Sdc1
TNR_SDC1	TENASCIN	Tnr	Sdc1					KEGG: mmu04512	ECM-Receptor	Tnr  - Sdc1
TNXB_SDC1	TENASCIN	Tnxb	Sdc1					KEGG: mmu04512	ECM-Receptor	Tnxb  - Sdc1
THBS1_SDC1	THBS	Thbs1	Sdc1					KEGG: mmu04512	ECM-Receptor	Thbs1  - Sdc1
THBS2_SDC1	THBS	Thbs2	Sdc1					KEGG: mmu04512	ECM-Receptor	Thbs2  - Sdc1
THBS3_SDC1	THBS	Thbs3	Sdc1					KEGG: mmu04512	ECM-Receptor	Thbs3  - Sdc1
THBS4_SDC1	THBS	Thbs4	Sdc1					KEGG: mmu04512	ECM-Receptor	Thbs4  - Sdc1
COMP_SDC1	THBS	Comp	Sdc1					KEGG: mmu04512	ECM-Receptor	Comp  - Sdc1
COL1A1_SDC4	COLLAGEN	Col1a1	Sdc4					KEGG: mmu04512	ECM-Receptor	Col1a1  - Sdc4
COL1A2_SDC4	COLLAGEN	Col1a2	Sdc4					KEGG: mmu04512	ECM-Receptor	Col1a2  - Sdc4
COL2A1_SDC4	COLLAGEN	Col2a1	Sdc4					KEGG: mmu04512	ECM-Receptor	Col2a1  - Sdc4
COL4A1_SDC4	COLLAGEN	Col4a1	Sdc4					KEGG: mmu04512	ECM-Receptor	Col4a1  - Sdc4
COL4A2_SDC4	COLLAGEN	Col4a2	Sdc4					KEGG: mmu04512	ECM-Receptor	Col4a2  - Sdc4
COL4A3_SDC4	COLLAGEN	Col4a3	Sdc4					KEGG: mmu04512	ECM-Receptor	Col4a3  - Sdc4
COL4A4_SDC4	COLLAGEN	Col4a4	Sdc4					KEGG: mmu04512	ECM-Receptor	Col4a4  - Sdc4
COL4A5_SDC4	COLLAGEN	Col4a5	Sdc4					KEGG: mmu04512	ECM-Receptor	Col4a5  - Sdc4
COL4A6_SDC4	COLLAGEN	Col4a6	Sdc4					KEGG: mmu04512	ECM-Receptor	Col4a6  - Sdc4
COL6A1_SDC4	COLLAGEN	Col6a1	Sdc4					KEGG: mmu04512	ECM-Receptor	Col6a1  - Sdc4
COL6A2_SDC4	COLLAGEN	Col6a2	Sdc4					KEGG: mmu04512	ECM-Receptor	Col6a2  - Sdc4
COL9A1_SDC4	COLLAGEN	Col9a1	Sdc4					KEGG: mmu04512	ECM-Receptor	Col9a1  - Sdc4
COL9A2_SDC4	COLLAGEN	Col9a2	Sdc4					KEGG: mmu04512	ECM-Receptor	Col9a2  - Sdc4
COL9A3_SDC4	COLLAGEN	Col9a3	Sdc4					KEGG: mmu04512	ECM-Receptor	Col9a3  - Sdc4
FN1_SDC4	FN1	Fn1	Sdc4					KEGG: mmu04512	ECM-Receptor	Fn1  - Sdc4
TNC_SDC4	TENASCIN	Tnc	Sdc4					KEGG: mmu04512	ECM-Receptor	Tnc  - Sdc4
TNR_SDC4	TENASCIN	Tnr	Sdc4					KEGG: mmu04512	ECM-Receptor	Tnr  - Sdc4
TNXB_SDC4	TENASCIN	Tnxb	Sdc4					KEGG: mmu04512	ECM-Receptor	Tnxb  - Sdc4
THBS1_SDC4	THBS	Thbs1	Sdc4					KEGG: mmu04512	ECM-Receptor	Thbs1  - Sdc4
THBS2_SDC4	THBS	Thbs2	Sdc4					KEGG: mmu04512	ECM-Receptor	Thbs2  - Sdc4
THBS3_SDC4	THBS	Thbs3	Sdc4					KEGG: mmu04512	ECM-Receptor	Thbs3  - Sdc4
THBS4_SDC4	THBS	Thbs4	Sdc4					KEGG: mmu04512	ECM-Receptor	Thbs4  - Sdc4
COMP_SDC4	THBS	Comp	Sdc4					KEGG: mmu04512	ECM-Receptor	Comp  - Sdc4
LAMA1_SV2A	LAMININ	Lama1	Sv2a					KEGG: mmu04512	ECM-Receptor	Lama1  - Sv2a
LAMA2_SV2A	LAMININ	Lama2	Sv2a					KEGG: mmu04512	ECM-Receptor	Lama2  - Sv2a
LAMA3_SV2A	LAMININ	Lama3	Sv2a					KEGG: mmu04512	ECM-Receptor	Lama3  - Sv2a
LAMA4_SV2A	LAMININ	Lama4	Sv2a					KEGG: mmu04512	ECM-Receptor	Lama4  - Sv2a
LAMA5_SV2A	LAMININ	Lama5	Sv2a					KEGG: mmu04512	ECM-Receptor	Lama5  - Sv2a
LAMB1_SV2A	LAMININ	Lamb1	Sv2a					KEGG: mmu04512	ECM-Receptor	Lamb1  - Sv2a
LAMB2_SV2A	LAMININ	Lamb2	Sv2a					KEGG: mmu04512	ECM-Receptor	Lamb2  - Sv2a
LAMC1_SV2A	LAMININ	Lamc1	Sv2a					KEGG: mmu04512	ECM-Receptor	Lamc1  - Sv2a
LAMC3_SV2A	LAMININ	Lamc3	Sv2a					KEGG: mmu04512	ECM-Receptor	Lamc3  - Sv2a
LAMA1_SV2B	LAMININ	Lama1	Sv2b					KEGG: mmu04512	ECM-Receptor	Lama1  - Sv2b
LAMA2_SV2B	LAMININ	Lama2	Sv2b					KEGG: mmu04512	ECM-Receptor	Lama2  - Sv2b
LAMA3_SV2B	LAMININ	Lama3	Sv2b					KEGG: mmu04512	ECM-Receptor	Lama3  - Sv2b
LAMA4_SV2B	LAMININ	Lama4	Sv2b					KEGG: mmu04512	ECM-Receptor	Lama4  - Sv2b
LAMA5_SV2B	LAMININ	Lama5	Sv2b					KEGG: mmu04512	ECM-Receptor	Lama5  - Sv2b
LAMB1_SV2B	LAMININ	Lamb1	Sv2b					KEGG: mmu04512	ECM-Receptor	Lamb1  - Sv2b
LAMB2_SV2B	LAMININ	Lamb2	Sv2b					KEGG: mmu04512	ECM-Receptor	Lamb2  - Sv2b
LAMC1_SV2B	LAMININ	Lamc1	Sv2b					KEGG: mmu04512	ECM-Receptor	Lamc1  - Sv2b
LAMC3_SV2B	LAMININ	Lamc3	Sv2b					KEGG: mmu04512	ECM-Receptor	Lamc3  - Sv2b
LAMA1_SV2C	LAMININ	Lama1	Sv2c					KEGG: mmu04512	ECM-Receptor	Lama1  - Sv2c
LAMA2_SV2C	LAMININ	Lama2	Sv2c					KEGG: mmu04512	ECM-Receptor	Lama2  - Sv2c
LAMA3_SV2C	LAMININ	Lama3	Sv2c					KEGG: mmu04512	ECM-Receptor	Lama3  - Sv2c
LAMA4_SV2C	LAMININ	Lama4	Sv2c					KEGG: mmu04512	ECM-Receptor	Lama4  - Sv2c
LAMA5_SV2C	LAMININ	Lama5	Sv2c					KEGG: mmu04512	ECM-Receptor	Lama5  - Sv2c
LAMB1_SV2C	LAMININ	Lamb1	Sv2c					KEGG: mmu04512	ECM-Receptor	Lamb1  - Sv2c
LAMB2_SV2C	LAMININ	Lamb2	Sv2c					KEGG: mmu04512	ECM-Receptor	Lamb2  - Sv2c
LAMC1_SV2C	LAMININ	Lamc1	Sv2c					KEGG: mmu04512	ECM-Receptor	Lamc1  - Sv2c
LAMC3_SV2C	LAMININ	Lamc3	Sv2c					KEGG: mmu04512	ECM-Receptor	Lamc3  - Sv2c
THBS1_CD36	THBS	Thbs1	Cd36					KEGG: mmu04512	ECM-Receptor	Thbs1  - Cd36
THBS2_CD36	THBS	Thbs2	Cd36					KEGG: mmu04512	ECM-Receptor	Thbs2  - Cd36
THBS3_CD36	THBS	Thbs3	Cd36					KEGG: mmu04512	ECM-Receptor	Thbs3  - Cd36
THBS4_CD36	THBS	Thbs4	Cd36					KEGG: mmu04512	ECM-Receptor	Thbs4  - Cd36
COMP_CD36	THBS	Comp	Cd36					KEGG: mmu04512	ECM-Receptor	Comp  - Cd36
THBS1_CD47	THBS	Thbs1	Cd47					KEGG: mmu04512	ECM-Receptor	Thbs1  - Cd47
THBS2_CD47	THBS	Thbs2	Cd47					KEGG: mmu04512	ECM-Receptor	Thbs2  - Cd47
THBS3_CD47	THBS	Thbs3	Cd47					KEGG: mmu04512	ECM-Receptor	Thbs3  - Cd47
THBS4_CD47	THBS	Thbs4	Cd47					KEGG: mmu04512	ECM-Receptor	Thbs4  - Cd47
COMP_CD47	THBS	Comp	Cd47					KEGG: mmu04512	ECM-Receptor	Comp  - Cd47
AGRN_DAG1	AGRN	Agrn	Dag1					KEGG: mmu04512	ECM-Receptor	Agrn  - Dag1
HSPG2_DAG1	HSPG	Hspg2	Dag1					KEGG: mmu04512	ECM-Receptor	Hspg2  - Dag1
LAMA1_DAG1	LAMININ	Lama1	Dag1					KEGG: mmu04512	ECM-Receptor	Lama1  - Dag1
LAMA2_DAG1	LAMININ	Lama2	Dag1					KEGG: mmu04512	ECM-Receptor	Lama2  - Dag1
LAMA3_DAG1	LAMININ	Lama3	Dag1					KEGG: mmu04512	ECM-Receptor	Lama3  - Dag1
LAMA4_DAG1	LAMININ	Lama4	Dag1					KEGG: mmu04512	ECM-Receptor	Lama4  - Dag1
LAMA5_DAG1	LAMININ	Lama5	Dag1					KEGG: mmu04512	ECM-Receptor	Lama5  - Dag1
LAMB1_DAG1	LAMININ	Lamb1	Dag1					KEGG: mmu04512	ECM-Receptor	Lamb1  - Dag1
LAMB2_DAG1	LAMININ	Lamb2	Dag1					KEGG: mmu04512	ECM-Receptor	Lamb2  - Dag1
LAMC1_DAG1	LAMININ	Lamc1	Dag1					KEGG: mmu04512	ECM-Receptor	Lamc1  - Dag1
LAMC3_DAG1	LAMININ	Lamc3	Dag1					KEGG: mmu04512	ECM-Receptor	Lamc3  - Dag1
APP_CD74	APP	App	Cd74					PMID: 19849849	Cell-Cell Contact	App  - Cd74
CADM1_CADM1	CADM	Cadm1	Cadm1					PMID: 24503895	Cell-Cell Contact	Cadm1  - Cadm1
CADM3_CADM3	CADM	Cadm3	Cadm3					KEGG: mmu04514	Cell-Cell Contact	Cadm3  - Cadm3
CD200_CD200R1	CD200	Cd200	Cd200r1					PMID: 15187158	Cell-Cell Contact	Cd200  - Cd200r1
CD22_PTPRC	CD22	Cd22	Ptprc					KEGG: mmu04514	Cell-Cell Contact	Cd22  - Ptprc
FCER2A_ITGAM_ITGB2	CD23	Fcer2a	ITGAM_ITGB2					PMID: 7621072	Cell-Cell Contact	Fcer2a  - (Itgam+Itgb2)
FCER2A_ITGAX_ITGB2	CD23	Fcer2a	ITGAX_ITGB2					PMID: 7621072	Cell-Cell Contact	Fcer2a  - (Itgax+Itgb2)
FCER2A_ITGAV_ITGB3	CD23	Fcer2a	ITGAV_ITGB3					PMID: 10037797	Cell-Cell Contact	Fcer2a  - (Itgav+Itgb3)
FCER2A_CR2	CD23	Fcer2a	Cr2					PMID: 16785534	Cell-Cell Contact	Fcer2a  - Cr2
ENTPD1_ADORA1	CD39	Entpd1	Adora1					PMID: 21677139	Cell-Cell Contact	Entpd1  - Adora1
ENTPD1_ADORA2A	CD39	Entpd1	Adora2a					PMID: 21677139	Cell-Cell Contact	Entpd1  - Adora2a
ENTPD1_ADORA2B	CD39	Entpd1	Adora2b					PMID: 21677139	Cell-Cell Contact	Entpd1  - Adora2b
PTPRC_CD22	CD45	Ptprc	Cd22					PMID: 12115612	Cell-Cell Contact	Ptprc  - Cd22
CD46_JAG1	CD46	Cd46	Jag1					PMID: 23086448	Cell-Cell Contact	Cd46  - Jag1
CD48_CD244A	CD48	Cd48	Cd244a					PMID: 26697006	Cell-Cell Contact	Cd48  - Cd244a
CD80_CD274	CD80	Cd80	Cd274					PMID: 17629517; PMID: 18585785	Cell-Cell Contact	Cd80  - Cd274
CD80_CD28	CD80	Cd80	Cd28					PMID: 23954143	Cell-Cell Contact	Cd80  - Cd28
CD86_CD28	CD86	Cd86	Cd28					PMID: 23954143	Cell-Cell Contact	Cd86  - Cd28
CDH4_CDH4	CDH	Cdh4	Cdh4					KEGG: mmu04514	Cell-Cell Contact	Cdh4  - Cdh4
CDH2_CDH2	CDH	Cdh2	Cdh2					KEGG: mmu04514	Cell-Cell Contact	Cdh2  - Cdh2
CDH5_CDH5	CDH5	Cdh5	Cdh5					KEGG: mmu04514	Cell-Cell Contact	Cdh5  - Cdh5
NFASC_CNTN1_CNTNAP1	CNTN	Nfasc	CNTN1_CNTNAP1					KEGG: mmu04514	Cell-Cell Contact	Nfasc  - (Cntn1+Cntnap1)
CNTN2_CNTN2_CNTNAP2	CNTN	Cntn2	CNTN2_CNTNAP2					KEGG: mmu04514	Cell-Cell Contact	Cntn2  - (Cntn2+Cntnap2)
CNTN2_L1CAM	CNTN	Cntn2	L1cam					KEGG: mmu04514	Cell-Cell Contact	Cntn2  - L1cam
CNTN2_CNTN2	CNTN	Cntn2	Cntn2					KEGG: mmu04514	Cell-Cell Contact	Cntn2  - Cntn2
CNTN1_NRCAM	CNTN	Cntn1	Nrcam					KEGG: mmu04514	Cell-Cell Contact	Cntn1  - Nrcam
CSPG4_ITGA2_ITGB1	CSPG4	Cspg4	ITGA3_ITGB1					PMID: 30213051	Cell-Cell Contact	Cspg4  - (Itga2+Itgb1)
EFNA1_EPHA1	EPHA	Efna1	Epha1					PMID: 15114347	Cell-Cell Contact	Efna1  - Epha1
EFNA1_EPHA2	EPHA	Efna1	Epha2					PMID: 15114347	Cell-Cell Contact	Efna1  - Epha2
EFNA1_EPHA3	EPHA	Efna1	Epha3					PMID: 15114347	Cell-Cell Contact	Efna1  - Epha3
EFNA1_EPHA4	EPHA	Efna1	Epha4					PMID: 15114347	Cell-Cell Contact	Efna1  - Epha4
EFNA1_EPHA5	EPHA	Efna1	Epha5					PMID: 15114347	Cell-Cell Contact	Efna1  - Epha5
EFNA1_EPHA7	EPHA	Efna1	Epha7					PMID: 15114347	Cell-Cell Contact	Efna1  - Epha7
EFNA1_EPHA8	EPHA	Efna1	Epha8					PMID: 15114347	Cell-Cell Contact	Efna1  - Epha8
EFNA2_EPHA1	EPHA	Efna2	Epha1					PMID: 15114347	Cell-Cell Contact	Efna2  - Epha1
EFNA2_EPHA2	EPHA	Efna2	Epha2					PMID: 15114347	Cell-Cell Contact	Efna2  - Epha2
EFNA2_EPHA3	EPHA	Efna2	Epha3					PMID: 15114347	Cell-Cell Contact	Efna2  - Epha3
EFNA2_EPHA4	EPHA	Efna2	Epha4					PMID: 15114347	Cell-Cell Contact	Efna2  - Epha4
EFNA2_EPHA5	EPHA	Efna2	Epha5					PMID: 15114347	Cell-Cell Contact	Efna2  - Epha5
EFNA2_EPHA7	EPHA	Efna2	Epha7					PMID: 15114347	Cell-Cell Contact	Efna2  - Epha7
EFNA2_EPHA8	EPHA	Efna2	Epha8					PMID: 15114347	Cell-Cell Contact	Efna2  - Epha8
EFNA3_EPHA1	EPHA	Efna3	Epha1					PMID: 15114347	Cell-Cell Contact	Efna3  - Epha1
EFNA3_EPHA2	EPHA	Efna3	Epha2					PMID: 15114347	Cell-Cell Contact	Efna3  - Epha2
EFNA3_EPHA3	EPHA	Efna3	Epha3					PMID: 15114347	Cell-Cell Contact	Efna3  - Epha3
EFNA3_EPHA4	EPHA	Efna3	Epha4					PMID: 15114347	Cell-Cell Contact	Efna3  - Epha4
EFNA3_EPHA5	EPHA	Efna3	Epha5					PMID: 15114347	Cell-Cell Contact	Efna3  - Epha5
EFNA3_EPHA7	EPHA	Efna3	Epha7					PMID: 15114347	Cell-Cell Contact	Efna3  - Epha7
EFNA3_EPHA8	EPHA	Efna3	Epha8					PMID: 15114347	Cell-Cell Contact	Efna3  - Epha8
EFNA4_EPHA1	EPHA	Efna4	Epha1					PMID: 15114347	Cell-Cell Contact	Efna4  - Epha1
EFNA4_EPHA2	EPHA	Efna4	Epha2					PMID: 15114347	Cell-Cell Contact	Efna4  - Epha2
EFNA4_EPHA3	EPHA	Efna4	Epha3					PMID: 15114347	Cell-Cell Contact	Efna4  - Epha3
EFNA4_EPHA4	EPHA	Efna4	Epha4					PMID: 15114347	Cell-Cell Contact	Efna4  - Epha4
EFNA4_EPHA5	EPHA	Efna4	Epha5					PMID: 15114347	Cell-Cell Contact	Efna4  - Epha5
EFNA4_EPHA7	EPHA	Efna4	Epha7					PMID: 15114347	Cell-Cell Contact	Efna4  - Epha7
EFNA4_EPHA8	EPHA	Efna4	Epha8					PMID: 15114347	Cell-Cell Contact	Efna4  - Epha8
EFNA5_EPHA1	EPHA	Efna5	Epha1					PMID: 15114347	Cell-Cell Contact	Efna5  - Epha1
EFNA5_EPHA2	EPHA	Efna5	Epha2					PMID: 15114347	Cell-Cell Contact	Efna5  - Epha2
EFNA5_EPHA3	EPHA	Efna5	Epha3					PMID: 15114347	Cell-Cell Contact	Efna5  - Epha3
EFNA5_EPHA4	EPHA	Efna5	Epha4					PMID: 15114347	Cell-Cell Contact	Efna5  - Epha4
EFNA5_EPHA5	EPHA	Efna5	Epha5					PMID: 15114347	Cell-Cell Contact	Efna5  - Epha5
EFNA5_EPHA7	EPHA	Efna5	Epha7					PMID: 15114347	Cell-Cell Contact	Efna5  - Epha7
EFNA5_EPHA8	EPHA	Efna5	Epha8					PMID: 15114347	Cell-Cell Contact	Efna5  - Epha8
EFNA5_EPHB2	EPHA	Efna5	Ephb2					PMID:15107857; PMID: 15114347	Cell-Cell Contact	Efna5  - Ephb2
EFNB1_EPHA4	EPHB	Efnb1	Epha4					PMID: 15114347	Cell-Cell Contact	Efnb1  - Epha4
EFNB1_EPHB1	EPHB	Efnb1	Ephb1					PMID: 15114347	Cell-Cell Contact	Efnb1  - Ephb1
EFNB1_EPHB2	EPHB	Efnb1	Ephb2					PMID: 15114347	Cell-Cell Contact	Efnb1  - Ephb2
EFNB1_EPHB3	EPHB	Efnb1	Ephb3					PMID: 15114347	Cell-Cell Contact	Efnb1  - Ephb3
EFNB1_EPHB4	EPHB	Efnb1	Ephb4					PMID: 15114347	Cell-Cell Contact	Efnb1  - Ephb4
EFNB2_EPHA4	EPHB	Efnb2	Epha4					PMID: 15114347	Cell-Cell Contact	Efnb2  - Epha4
EFNB2_EPHB1	EPHB	Efnb2	Ephb1					PMID: 15114347	Cell-Cell Contact	Efnb2  - Ephb1
EFNB2_EPHB2	EPHB	Efnb2	Ephb2					PMID: 15114347	Cell-Cell Contact	Efnb2  - Ephb2
EFNB2_EPHB3	EPHB	Efnb2	Ephb3					PMID: 15114347	Cell-Cell Contact	Efnb2  - Ephb3
EFNB2_EPHB4	EPHB	Efnb2	Ephb4					PMID: 15114347	Cell-Cell Contact	Efnb2  - Ephb4
EFNB3_EPHA4	EPHB	Efnb3	Epha4					PMID: 15114347	Cell-Cell Contact	Efnb3  - Epha4
EFNB3_EPHB1	EPHB	Efnb3	Ephb1					PMID: 15114347	Cell-Cell Contact	Efnb3  - Ephb1
EFNB3_EPHB2	EPHB	Efnb3	Ephb2					PMID: 15114347	Cell-Cell Contact	Efnb3  - Ephb2
EFNB3_EPHB3	EPHB	Efnb3	Ephb3					PMID: 15114347	Cell-Cell Contact	Efnb3  - Ephb3
EFNB3_EPHB4	EPHB	Efnb3	Ephb4					PMID: 15114347	Cell-Cell Contact	Efnb3  - Ephb4
EFNB3_EPHB6	EPHB	Efnb3	Ephb6					PMID: 15114347	Cell-Cell Contact	Efnb3  - Ephb6
ESAM_ESAM	ESAM	Esam	Esam					KEGG: mmu04514; PMID: 11279107	Cell-Cell Contact	Esam  - Esam
ICAM1_ITGAX_ITGB2	ICAM	Icam1	ITGAX_ITGB2					PMID: 16252253	Cell-Cell Contact	Icam1  - (Itgax+Itgb2)
ICAM1_ITGAL_ITGB2	ICAM	Icam1	ITGAL_ITGB2					KEGG: mmu04514	Cell-Cell Contact	Icam1  - (Itgal+Itgb2)
ICAM2_ITGAL_ITGB2	ICAM	Icam2	ITGAL_ITGB2					KEGG: mmu04514	Cell-Cell Contact	Icam2  - (Itgal+Itgb2)
